Repo link,Type,Slug,Repo URL,Title,Description,Stars,Watchers,Clones,Open issues,Views,Uniques
https://github.com/frictionlessdata/datapkg-r,Repo,datapkg-r,,Datapkg r,[DEPRECATED] Please use https://github.com/frictionlessdata/datapackage-r,5,3,3,0,0,0
https://github.com/frictionlessdata/delimiter,Repo,delimiter,https://delimiter.netlify.com,Delimiter,Edit CSV files in the browser and sync them with GitHub,12,8,3,15,5,5
https://github.com/frictionlessdata/docs,Repo,docs,https://docs.frictionlessdata.io,Docs,Documentation hub and automation,3,6,3,0,6,2
https://github.com/frictionlessdata/dpm-js,Repo,dpm-js,,Dpm js,[DEPRECATED] Please use https://datahub.io/docs/features/data-cli,112,24,11,18,5,4
https://github.com/frictionlessdata/example-continuous-data-integration,Repo,example-continuous-data-integration,,Example continuous data integration,[DEPRECATED] Please use https://goodtables.io,14,4,4,2,24,3
https://github.com/frictionlessdata/examples,Repo,examples,http://frictionlessdata.io/guides/,Examples,Example Data Packages for use in tutorials,25,10,4,0,236,26
https://github.com/frictionlessdata/fellows,Repo,fellows,https://fellows.frictionlessdata.io/,Fellows,Website for fellows.frictionlessdata.io Lektor project,2,7,5,1,20,8
https://github.com/frictionlessdata/forum,Repo,forum,,Forum,"Frictionless Data Forum esp for ""How do I"" type questions",7,9,0,33,253,31
https://github.com/frictionlessdata/FrictionlessDarwinCore,Repo,FrictionlessDarwinCore,,Frictionlessdarwincore,DarwinCore Archive as Frictionless Data Package,11,4,3,2,6,5
https://github.com/frictionlessdata/goodtables-js,Repo,goodtables-js,,Goodtables js,Validate tabular data in JavaScript,6,11,31,2,17,14
https://github.com/frictionlessdata/goodtables-py,Repo,goodtables-py,https://frictionlessdata.io/,Goodtables py,Validate tabular data in Python,247,25,175,10,503,175
https://github.com/frictionlessdata/goodtables-ui,Repo,goodtables-ui,https://frictionlessdata.github.io/goodtables-ui/,Goodtables ui,A web UI for goodtables validation and report visualizations.,6,5,57,3,86,12
https://github.com/frictionlessdata/goodtables-web,Repo,goodtables-web,,Goodtables web,[DEPRECATED] Please use http://try.goodtables.io/,14,12,4,0,1,1
https://github.com/frictionlessdata/goodtables.io,Repo,goodtables.io,https://goodtables.io,Goodtables.io,Data validation as a service.,53,7,3,74,31,27
https://github.com/frictionlessdata/goodtables.io-example,Repo,goodtables.io-example,http://goodtables.oklabs.org/,Goodtables.io example,[EXAMPLE] Data repository for goodtables.io.,1,1,3,4,0,0
https://github.com/frictionlessdata/googlesheets-datapackage-tools,Repo,googlesheets-datapackage-tools,,Googlesheets datapackage tools,Extension for importing and exporting Data Packages from/into Google Sheets.,9,4,3,3,20,15
https://github.com/frictionlessdata/new-website,Repo,new-website,https://frictionlessdata.github.io/new-website/,New website,New website to be released in 2020.,0,1,3,1,0,0
https://github.com/frictionlessdata/notebooks,Repo,notebooks,,Notebooks,Jupyter Notebooks presenting Frictionless Data.,8,7,3,0,2,2
https://github.com/frictionlessdata/pilot-bcodmo,Repo,pilot-bcodmo,https://github.com/orgs/frictionlessdata/projects/3?fullscreen=true,Pilot bcodmo,Pilot with BCO-DMO,1,5,3,0,12,1
https://github.com/frictionlessdata/pilot-catalyst,Repo,pilot-catalyst,,Pilot catalyst,Pilot with the Catalyst cooperative,2,4,3,0,19,14
https://github.com/frictionlessdata/pilot-causanatura,Repo,pilot-causanatura,,Pilot causanatura,Pilot project for Programa Matchbox de Engine Room para Causa Natura,1,5,3,1,20,15
https://github.com/frictionlessdata/pilot-dm4t,Repo,pilot-dm4t,http://www.cs.bath.ac.uk/dm4t/index.shtml,Pilot dm4t,Pilot project with DM4T ,1,5,3,2,11,8
https://github.com/frictionlessdata/pilot-elife,Repo,pilot-elife,,Pilot elife,Scripts and data for the eLife / Goodtables pilot,3,7,3,0,1,1
https://github.com/frictionlessdata/pilot-open-archaeology,Repo,pilot-open-archaeology,,Pilot open archaeology,This is a repository for piloting a packaging approach to archaeology data,4,9,3,7,0,0
https://github.com/frictionlessdata/pilot-oxford,Repo,pilot-oxford,https://github.com/ISA-tools/frictionless-collab,Pilot oxford,Pilot with Oxford,1,10,4,0,38,4
https://github.com/frictionlessdata/pilot-pnnl,Repo,pilot-pnnl,https://adbio.pnnl.gov/bioviz/,Pilot pnnl,Pilot project with ADBio PNNL ,1,6,3,3,0,0
https://github.com/frictionlessdata/pilot-pnnl-user-study,Repo,pilot-pnnl-user-study,https://adbio.pnnl.gov/bioviz/index.html?repo=ADB-User-Study&owner=PNNL-Comp-Mass-Spec&branch=master,Pilot pnnl user study,This User Study Dataset is a subset of a publicly available ovarian cancer proteomics experiment.,1,4,3,0,3,1
https://github.com/frictionlessdata/pilot-ukds,Repo,pilot-ukds,,Pilot ukds,Pilot UKDS,1,7,3,2,0,0
https://github.com/frictionlessdata/pilot-wprdc,Repo,pilot-wprdc,,Pilot wprdc,Pilot project with WPRDC,1,5,3,0,0,0
https://github.com/frictionlessdata/pm-metrics,Repo,pm-metrics,,Pm metrics,Get your github account's repositories' key data and traffic metrics ,0,10,13,0,41,6
https://github.com/frictionlessdata/profiles,Repo,profiles,,Profiles,CLI application to convert a Data Package schema into a Markdown table.,0,8,3,0,0,0
https://github.com/frictionlessdata/project,Repo,project,http://frictionlessdata.io/,Project,General issue tracker for the Frictionless Data project.,83,30,15,39,548,52
https://github.com/frictionlessdata/schemas,Repo,schemas,,Schemas,[DEPRECATED] Please use https://github.com/frictionlessdata/specs,16,7,5,12,49,36
https://github.com/frictionlessdata/software,Repo,software,https://frictionlessdata.io/,Software,DEPRECATED / MERGED to https://github.com/frictionlessdata/project,7,8,6,0,37,4
https://github.com/frictionlessdata/specs,Repo,specs,https://specs.frictionlessdata.io,Specs,Technical specifications and guidelines for implementing Frictionless Data.,380,42,40,99,763,494
https://github.com/frictionlessdata/tableschema-bigquery-py,Repo,tableschema-bigquery-py,,Tableschema bigquery py,"Generate BigQuery tables, load and extract data, based on JSON Table Schema descriptors.",13,12,60,2,81,69
https://github.com/frictionlessdata/tableschema-ckan-datastore-py,Repo,tableschema-ckan-datastore-py,,Tableschema ckan datastore py,"Generate CKAN DataStore tables, load and extract data, based on Table Schema descriptors.",1,9,59,1,4,4
https://github.com/frictionlessdata/tableschema-clj,Repo,tableschema-clj,,Tableschema clj,A Clojure library for working with Table Schema.,6,7,17,2,1,1
https://github.com/frictionlessdata/tableschema-datashape,Repo,tableschema-datashape,,Tableschema datashape,A library to convert JSON Table Schema <--> DataShape.,0,16,3,0,1,1
https://github.com/frictionlessdata/tableschema-elasticsearch-py,Repo,tableschema-elasticsearch-py,,Tableschema elasticsearch py,Generate Elasticsearch indexes based on Table Schema descriptors.,5,8,115,2,4,2
https://github.com/frictionlessdata/tableschema-go,Repo,tableschema-go,,Tableschema go,A Go library for working with Table Schema.,27,9,1032,4,74,19
https://github.com/frictionlessdata/tableschema-java,Repo,tableschema-java,,Tableschema java,A Java library for working with Table Schema.,14,7,21,4,65,20
https://github.com/frictionlessdata/tableschema-js,Repo,tableschema-js,http://frictionlessdata.io/,Tableschema js,A JavaScript library for working with Table Schema.,67,12,59,8,138,32
https://github.com/frictionlessdata/tableschema-models-js,Repo,tableschema-models-js,,Tableschema models js,An object relational mapper based on Table Schema descriptors.,2,4,3,0,1,1
https://github.com/frictionlessdata/tableschema-openrefine-py,Repo,tableschema-openrefine-py,,Tableschema openrefine py,"Generate OpenRefine models, load and extract data, based on JSON Table Schema descriptors.",1,6,3,0,1,1
https://github.com/frictionlessdata/tableschema-pandas-py,Repo,tableschema-pandas-py,,Tableschema pandas py,"Generate Pandas frames, load and extract data, based on JSON Table Schema descriptors.",45,7,61,3,32,20
https://github.com/frictionlessdata/tableschema-php,Repo,tableschema-php,,Tableschema php,A php library for working with Table Schema.,7,9,73,2,14,12
https://github.com/frictionlessdata/tableschema-py,Repo,tableschema-py,https://frictionlessdata.io/,Tableschema py,A Python library for working with Table Schema.,191,19,147,9,336,95
https://github.com/frictionlessdata/tableschema-r,Repo,tableschema-r,https://frictionlessdata.github.io/tableschema-r/,Tableschema r,An R library for working with Table Schema.,13,5,31,0,23,9
https://github.com/frictionlessdata/tableschema-rb,Repo,tableschema-rb,,Tableschema rb,A Ruby library for working with JSON Table Schema. ,8,10,32,5,7,7
https://github.com/frictionlessdata/tableschema-spss-py,Repo,tableschema-spss-py,,Tableschema spss py,Read and write between SPSS and Table Schema.,4,10,59,1,3,1
https://github.com/frictionlessdata/tableschema-sql-js,Repo,tableschema-sql-js,https://www.npmjs.com/package/jts-sql-js,Tableschema sql js,"Library for converting JSON Table Schema to an SQL table, for Node and the browser.",6,14,3,5,4,4
https://github.com/frictionlessdata/tableschema-sql-py,Repo,tableschema-sql-py,,Tableschema sql py,"Generate SQL tables, load and extract data, based on JSON Table Schema descriptors.",52,17,61,5,33,19
https://github.com/frictionlessdata/tableschema-swift,Repo,tableschema-swift,,Tableschema swift,A Swift library for working with Table Schema.,1,10,2,0,0,0
https://github.com/frictionlessdata/tableschema-ui,Repo,tableschema-ui,https://frictionlessdata.github.io/tableschema-ui/,Tableschema ui,"A web UI for creating, editing and validating Table Schemas.",5,7,31,4,8,6
https://github.com/frictionlessdata/TableSchema.jl,Repo,TableSchema.jl,,Tableschema.jl,A Julia library for working with Table Schema.,5,8,49,5,5,5
https://github.com/frictionlessdata/tabulator-py,Repo,tabulator-py,https://frictionlessdata.io/,Tabulator py,Python library for reading and writing tabular data via streams.,177,22,393,9,246,81
https://github.com/frictionlessdata/testsuite-basic,Repo,testsuite-basic,,Testsuite basic,Testsuite for Frictioinless Data basic implementations.,1,6,171,0,0,0
https://github.com/frictionlessdata/testsuite-data,Repo,testsuite-data,,Testsuite data,A common set of test data files and data packages for testing Frictionless Data tooling,6,9,45,1,14,6
https://github.com/frictionlessdata/testsuite-extended,Repo,testsuite-extended,,Testsuite extended,Testsuite for Frictioinless Data extended implementations.,2,4,60,0,0,0
https://github.com/frictionlessdata/toolfund,Repo,toolfund,http://toolfund.frictionlessdata.io/,Toolfund,Frictionless Data Tool Fund Website,2,6,3,0,1,1
https://github.com/frictionlessdata/website,Repo,website,https://frictionlessdata.io/,Website,FrictionlessData.io v2,5,8,58,1,132,11
https://github.com/frictionlessdata/website-old,Repo,website-old,http://old.frictionlessdata.io/,Website old,The Frictionless Data website.,33,11,3,33,0,0
